City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
486,Beringovskiy,RU,63.05,179.3167,30.33,96,100,4.83,light snow
487,Guerrero Negro,MX,27.9769,-114.0611,70.5,58,88,17.36,overcast clouds
488,Yagodnoye,RU,62.55,149.6667,5.92,86,15,3.36,few clouds
489,Port Blair,IN,11.6667,92.75,82.63,72,100,3.69,overcast clouds
490,Ust-Kuyga,RU,70.0167,135.6,5.74,93,58,0.72,broken clouds
491,Kathmandu,NP,27.7167,85.3167,62.82,88,20,0.0,few clouds
492,Scottsbluff,US,41.8666,-103.6672,81.72,18,0,10.36,clear sky
493,Port Hardy,CA,50.6996,-127.4199,47.95,61,92,7.52,overcast clouds
494,Wiehl,DE,50.95,7.5333,52.34,68,9,7.74,clear sky
495,Okha,RU,53.5739,142.9478,31.84,92,99,8.23,overcast clouds
496,Knysna,ZA,-34.0363,23.0471,65.28,64,1,5.41,clear sky
497,Chikmagalur,IN,13.3167,75.7833,72.16,66,89,2.39,overcast clouds
498,Sobolevo,RU,54.4299,31.8996,48.09,83,100,17.81,overcast clouds
499,Svetlaya,RU,46.5389,138.3297,42.84,76,100,10.4,overcast clouds
500,Nome,US,64.5011,-165.4064,38.16,48,0,4.61,clear sky
501,Port Lincoln,AU,-34.7333,135.8667,60.31,87,34,8.46,scattered clouds
502,Promyshlennyy,RU,67.5833,63.9167,28.96,95,100,16.35,overcast clouds
503,Booue,GA,-0.0921,11.9385,73.51,98,98,2.53,overcast clouds
504,Provideniya,RU,64.3833,-173.3,33.37,69,0,13.42,clear sky
505,Farrukhnagar,IN,17.0778,78.2011,82.11,33,11,6.38,few clouds
506,Saint-Joseph,RE,-21.3667,55.6167,76.21,82,29,3.49,scattered clouds
507,Fukue,JP,32.6881,128.8419,62.29,56,10,6.87,clear sky
508,Constitucion,CL,-35.3333,-72.4167,59.68,80,100,7.02,moderate rain
509,Lamu,KE,-2.2717,40.902,82.83,78,97,13.27,overcast clouds
510,Asandh,IN,29.5167,76.6,83.75,22,0,6.89,clear sky
511,Iracoubo,GF,5.4802,-53.2011,78.03,89,100,11.03,light rain
