City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
393,Mahajanga,MG,78.82,few clouds,-15.7167,46.3167,Restaurant Greedy Coco Lodge Majunga
394,Kamien Pomorski,PL,44.96,overcast clouds,53.9685,14.7726,Mieszko II
395,Vila Velha,BR,78.75,broken clouds,-20.3297,-40.2925,Hotel Vitória Palace
396,Pacifica,US,67.91,few clouds,37.6138,-122.4869,"Pacifica Lighthouse, Trademark Collection by Wyndham"
397,San Policarpo,PH,80.47,overcast clouds,12.1791,125.5072,Agapita M. Nicart
398,Vardo,NO,35.58,broken clouds,70.3705,31.1107,Vardø Hotel AS
399,Cuiluan,CN,56.79,broken clouds,47.72,128.648,Shuncheng Hotel
400,Villa Altagracia,DO,81.91,scattered clouds,18.673,-70.171,La Maison de AAVA
401,Makariv,UA,37.85,scattered clouds,50.4641,29.8113,Apart-hotel GolfStream
402,Goure,NE,85.6,overcast clouds,13.9835,10.2704,
403,Mount Gambier,AU,55.31,broken clouds,-37.8333,140.7667,The Commodore
404,Inhambane,MZ,73.15,light rain,-23.865,35.3833,Oceano
405,Austin,US,70.84,overcast clouds,30.2672,-97.7431,The Driskill - In the Unbound Collection by Hyatt
406,Zhob,PK,69.94,overcast clouds,31.3411,69.4481,ROOM # 105 DUBAI HOTEL ZHOB
407,Mangan,IN,69.71,overcast clouds,27.5167,88.5333,Hotel Mout View
408,Vytegra,RU,34.7,overcast clouds,61.0064,36.4481,Wardenclyffe Volgo&Balt
409,Verkhoyansk,RU,21.61,overcast clouds,67.5447,133.385,
410,Sabha,LY,71.47,broken clouds,27.0377,14.4283,Foundation Taaj Asala for Historical Research and Archeology
411,Buraydah,SA,82.4,overcast clouds,26.326,43.975,Mövenpick Qassim
412,Qom,IR,67.86,broken clouds,34.6401,50.8764,Qom Hotel
413,Novobirilyussy,RU,33.37,overcast clouds,56.9514,90.6661,Gostinitsa
414,Marsh Harbour,BS,76.48,clear sky,26.5412,-77.0636,Abaco Beach Resort
415,Pevek,RU,13.71,scattered clouds,69.7008,170.3133,Severnoye Zoloto
416,Aswan,EG,78.89,clear sky,24.0934,32.907,Nuba Nile
417,Dhidhdhoo,MV,84.65,overcast clouds,6.8833,73.1,Dhidhoo beach
418,Leningradskiy,RU,21.24,broken clouds,69.3833,178.4167,
419,Vastseliina,EE,40.3,clear sky,57.7303,27.2932,Kotkapesa
420,Sao Joao Da Barra,BR,75.29,scattered clouds,-21.6403,-41.0511,Pousada Porto De Canoas
422,Dondo,MZ,71.11,broken clouds,-19.6094,34.7431,Arco Iris
423,San Quintin,MX,69.1,overcast clouds,30.4833,-115.95,Don Eddie's Sport Fishing Center
424,Lagoa,PT,59.32,overcast clouds,39.05,-27.9833,Casa Das Faias
425,Faya,SA,68.52,scattered clouds,18.3851,42.4509,املاك خالد الشعشوع
426,Branford,US,49.44,overcast clouds,41.2795,-72.8151,"Holiday Inn Express Branford-New Haven, an IHG Hotel"
427,Fruitvale,US,82.33,clear sky,39.0817,-108.4968,Grand Junction Palomino Inn
428,Ketchikan,US,54.07,overcast clouds,55.3422,-131.6461,Snow's Cove Lodge
429,Rudnogorsk,RU,23.7,light snow,57.2639,103.7519,
430,Roald,NO,49.75,clear sky,62.5833,6.1333,Flem Cabins
431,Matay,EG,66.33,clear sky,28.419,30.7792,Nag Aespen
432,Ozinki,RU,56.68,overcast clouds,51.1786,49.6769,Korolevskiy Dvor
433,Grindavik,IS,43.27,broken clouds,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
434,Owando,CG,73.72,overcast clouds,-0.4819,15.8999,Exaunel Hotel Owando
435,Dombarovskiy,RU,55.33,overcast clouds,50.7587,59.5386,
436,Pumiao,CN,62.91,overcast clouds,22.75,108.4833,Mushang Boutique Hotel
437,Garissa,KE,81.7,light rain,-0.4536,39.6401,Sharif Plaza Hotel
438,Naruto,JP,56.66,clear sky,34.1833,134.6167,Resort hotel Moana Coast
439,Osorno,CL,50.31,overcast clouds,-40.5667,-73.15,Sonesta Hotel Osorno
440,Qaqortoq,GL,32.65,clear sky,60.7167,-46.0333,Siniffik Inn
441,Belaya Gora,RU,12.54,overcast clouds,68.5333,146.4167,
442,Sovetskiy,RU,30.51,scattered clouds,61.3614,63.5842,Apartment on Kievskaya 29
443,Shizunai,JP,42.3,clear sky,42.3339,142.3669,Shizunai Eclipse Hotel
444,Mbandaka,CD,74.16,overcast clouds,0.0487,18.2603,Guest House Epervier
445,Punta De Bombon,PE,69.24,broken clouds,-17.1717,-71.7931,Hotel Bedregal
446,Villazon,BO,66.43,scattered clouds,-22.0866,-65.5942,La Candelaria
447,Vila,PT,38.28,scattered clouds,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
448,Phalombe,MW,64.99,scattered clouds,-15.8064,35.6507,RIVONIA
449,Businga,CD,77.07,overcast clouds,3.3333,20.8833,
450,Abu Zabad,SD,88.9,overcast clouds,12.35,29.25,حامد محمد نور
451,Pochutla,MX,93.81,clear sky,15.7432,-96.4661,Hotel Posada San Jose
452,Kloulklubed,PW,77.5,overcast clouds,7.0419,134.2556,Storyboard Beach Resort
453,Maceio,BR,78.24,broken clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
